Date,Price
6/25/2020,98
6/26/2020,119
6/27/2020,119
6/28/2020,108
6/29/2020,104
6/30/2020,103
7/1/2020,98
7/2/2020,113
7/3/2020,120
7/4/2020,122
7/5/2020,122
7/6/2020,98
7/7/2020,98
7/8/2020,106
7/9/2020,120
7/10/2020,103
7/11/2020,112
7/12/2020,99
7/13/2020,125
7/14/2020,119
7/15/2020,99
7/16/2020,100
7/17/2020,120
7/18/2020,100
7/19/2020,113
7/20/2020,117
7/21/2020,116
7/22/2020,105
7/23/2020,122
7/24/2020,123
7/25/2020,119
7/26/2020,109
7/27/2020,99
7/28/2020,113
7/29/2020,98
7/30/2020,116
7/31/2020,99
8/1/2020,106
8/2/2020,101
8/3/2020,114
8/4/2020,112
8/5/2020,115
8/6/2020,105
8/7/2020,120
8/8/2020,123
8/9/2020,107
8/10/2020,106
8/11/2020,113
8/12/2020,104
8/13/2020,113
8/14/2020,116
8/15/2020,124
8/16/2020,123
8/17/2020,123
8/18/2020,110
8/19/2020,111
8/20/2020,116
8/21/2020,123
8/22/2020,122
8/23/2020,119
8/24/2020,123
8/25/2020,110
8/26/2020,115
8/27/2020,113
8/28/2020,100
8/29/2020,115
8/30/2020,104
8/31/2020,123
9/1/2020,122
9/2/2020,121
9/3/2020,116
9/4/2020,103
9/5/2020,110
9/6/2020,103
9/7/2020,113
9/8/2020,118
9/9/2020,103
9/10/2020,118
9/11/2020,118
9/12/2020,121
9/13/2020,99
9/14/2020,124
9/15/2020,102
9/16/2020,101
9/17/2020,98
9/18/2020,121
9/19/2020,117
9/20/2020,121
9/21/2020,102
9/22/2020,124
9/23/2020,113
9/24/2020,118
9/25/2020,118
9/26/2020,123
9/27/2020,121
9/28/2020,122
9/29/2020,111
9/30/2020,104
10/1/2020,117
10/2/2020,125
10/3/2020,104
10/4/2020,98
10/5/2020,111
10/6/2020,115
10/7/2020,98
10/8/2020,119
10/9/2020,124
10/10/2020,125
10/11/2020,100
10/12/2020,99
10/13/2020,116
10/14/2020,120
10/15/2020,105
10/16/2020,114
10/17/2020,111
10/18/2020,108
10/19/2020,121
10/20/2020,118
10/21/2020,114
10/22/2020,100
10/23/2020,107
10/24/2020,103
10/25/2020,103
10/26/2020,98
10/27/2020,104
10/28/2020,124
10/29/2020,108
10/30/2020,100
10/31/2020,108
11/1/2020,110
11/2/2020,98
11/3/2020,107
11/4/2020,99
11/5/2020,118
11/6/2020,100
11/7/2020,125
11/8/2020,119
11/9/2020,113
11/10/2020,107
11/11/2020,124
11/12/2020,115
11/13/2020,122
11/14/2020,114
11/15/2020,108
11/16/2020,98
11/17/2020,124
11/18/2020,104
11/19/2020,105
11/20/2020,118
11/21/2020,109
11/22/2020,101
11/23/2020,105
11/24/2020,123
11/25/2020,102
11/26/2020,100
11/27/2020,117
11/28/2020,118
11/29/2020,107
11/30/2020,118
12/1/2020,98
12/2/2020,105
12/3/2020,98
12/4/2020,99
12/5/2020,112
12/6/2020,107
12/7/2020,120
12/8/2020,108
12/9/2020,110
12/10/2020,123
12/11/2020,113
12/12/2020,111
12/13/2020,124
12/14/2020,118
12/15/2020,109
12/16/2020,104
12/17/2020,119
12/18/2020,104
12/19/2020,108
12/20/2020,115
12/21/2020,124
12/22/2020,117
12/23/2020,98
12/24/2020,122
12/25/2020,102
12/26/2020,116
12/27/2020,113
12/28/2020,105
12/29/2020,120
12/30/2020,100
12/31/2020,107
