Date,Price
7/20/2018,102
7/21/2018,122
7/22/2018,102
7/23/2018,121
7/24/2018,116
7/25/2018,109
7/26/2018,119
7/27/2018,123
7/28/2018,99
7/29/2018,125
7/30/2018,117
7/31/2018,123
8/1/2018,109
8/2/2018,106
8/3/2018,111
8/4/2018,112
8/5/2018,117
8/6/2018,125
8/7/2018,112
8/8/2018,110
8/9/2018,117
8/10/2018,109
8/11/2018,103
8/12/2018,121
8/13/2018,124
8/14/2018,116
8/15/2018,116
8/16/2018,103
8/17/2018,115
8/18/2018,111
8/19/2018,99
8/20/2018,115
8/21/2018,99
8/22/2018,110
8/23/2018,110
8/24/2018,112
8/25/2018,98
8/26/2018,108
8/27/2018,106
8/28/2018,117
8/29/2018,112
8/30/2018,108
8/31/2018,98
9/1/2018,112
9/2/2018,120
9/3/2018,118
9/4/2018,118
9/5/2018,122
9/6/2018,106
9/7/2018,112
9/8/2018,124
9/9/2018,115
9/10/2018,105
9/11/2018,125
9/12/2018,103
9/13/2018,101
9/14/2018,114
9/15/2018,102
9/16/2018,121
9/17/2018,103
9/18/2018,114
9/19/2018,111
9/20/2018,106
9/21/2018,113
9/22/2018,98
9/23/2018,117
9/24/2018,114
9/25/2018,114
9/26/2018,99
9/27/2018,109
9/28/2018,120
9/29/2018,98
9/30/2018,115
10/1/2018,113
10/2/2018,120
10/3/2018,119
10/4/2018,102
10/5/2018,109
10/6/2018,108
10/7/2018,120
10/8/2018,116
10/9/2018,109
10/10/2018,117
10/11/2018,99
10/12/2018,125
10/13/2018,106
10/14/2018,125
10/15/2018,100
10/16/2018,119
10/17/2018,113
10/18/2018,109
10/19/2018,110
10/20/2018,117
10/21/2018,118
10/22/2018,98
10/23/2018,105
10/24/2018,110
10/25/2018,122
10/26/2018,100
10/27/2018,115
10/28/2018,109
10/29/2018,117
10/30/2018,111
10/31/2018,106
11/1/2018,124
11/2/2018,121
11/3/2018,119
11/4/2018,117
11/5/2018,110
11/6/2018,122
11/7/2018,100
11/8/2018,106
11/9/2018,123
11/10/2018,114
11/11/2018,106
11/12/2018,112
11/13/2018,107
11/14/2018,111
11/15/2018,117
11/16/2018,120
11/17/2018,120
11/18/2018,105
11/19/2018,105
11/20/2018,106
11/21/2018,117
11/22/2018,117
11/23/2018,120
11/24/2018,103
11/25/2018,114
11/26/2018,100
11/27/2018,104
11/28/2018,118
11/29/2018,98
11/30/2018,100
12/1/2018,121
12/2/2018,117
12/3/2018,103
12/4/2018,112
12/5/2018,121
12/6/2018,114
12/7/2018,123
12/8/2018,122
12/9/2018,118
12/10/2018,114
12/11/2018,121
12/12/2018,104
12/13/2018,120
12/14/2018,106
12/15/2018,105
12/16/2018,108
12/17/2018,103
12/18/2018,125
12/19/2018,117
12/20/2018,123
12/21/2018,101
12/22/2018,105
12/23/2018,113
12/24/2018,118
12/25/2018,119
12/26/2018,124
12/27/2018,114
12/28/2018,100
12/29/2018,123
12/30/2018,117
12/31/2018,122
1/1/2019,113
1/2/2019,113
1/3/2019,123
1/4/2019,101
1/5/2019,101
1/6/2019,99
1/7/2019,121
1/8/2019,103
1/9/2019,111
1/10/2019,120
1/11/2019,101
1/12/2019,101
1/13/2019,121
1/14/2019,109
1/15/2019,111
1/16/2019,120
1/17/2019,117
1/18/2019,99
1/19/2019,111
1/20/2019,117
1/21/2019,121
1/22/2019,105
1/23/2019,105
1/24/2019,108
1/25/2019,106
1/26/2019,98
1/27/2019,122
1/28/2019,111
1/29/2019,103
1/30/2019,114
1/31/2019,110
2/1/2019,123
2/2/2019,103
2/3/2019,111
2/4/2019,99
2/5/2019,107
2/6/2019,123
2/7/2019,111
2/8/2019,102
2/9/2019,122
2/10/2019,111
2/11/2019,123
2/12/2019,122
2/13/2019,100
2/14/2019,125
2/15/2019,122
2/16/2019,120
2/17/2019,100
2/18/2019,102
2/19/2019,117
2/20/2019,113
2/21/2019,120
2/22/2019,119
2/23/2019,112
2/24/2019,122
2/25/2019,103
2/26/2019,117
2/27/2019,109
2/28/2019,99
3/1/2019,107
3/2/2019,117
3/3/2019,124
3/4/2019,123
3/5/2019,118
3/6/2019,107
3/7/2019,98
3/8/2019,102
3/9/2019,124
3/10/2019,124
3/11/2019,125
3/12/2019,124
3/13/2019,123
3/14/2019,109
3/15/2019,117
3/16/2019,121
3/17/2019,103
3/18/2019,113
3/19/2019,103
3/20/2019,108
3/21/2019,119
3/22/2019,124
3/23/2019,109
3/24/2019,105
3/25/2019,105
3/26/2019,117
3/27/2019,102
3/28/2019,111
3/29/2019,117
3/30/2019,99
3/31/2019,110
4/1/2019,103
4/2/2019,101
4/3/2019,123
4/4/2019,108
4/5/2019,110
4/6/2019,123
4/7/2019,113
4/8/2019,115
4/9/2019,109
4/10/2019,120
4/11/2019,123
4/12/2019,106
4/13/2019,125
4/14/2019,112
4/15/2019,113
4/16/2019,122
4/17/2019,117
4/18/2019,105
4/19/2019,121
4/20/2019,105
4/21/2019,125
4/22/2019,120
4/23/2019,99
4/24/2019,105
4/25/2019,107
4/26/2019,122
4/27/2019,117
4/28/2019,109
4/29/2019,116
4/30/2019,113
5/1/2019,103
5/2/2019,123
5/3/2019,112
5/4/2019,101
5/5/2019,108
5/6/2019,104
5/7/2019,124
5/8/2019,109
5/9/2019,122
5/10/2019,110
5/11/2019,105
5/12/2019,104
5/13/2019,106
5/14/2019,121
5/15/2019,114
5/16/2019,101
5/17/2019,99
5/18/2019,102
5/19/2019,103
5/20/2019,120
5/21/2019,99
5/22/2019,102
5/23/2019,117
5/24/2019,106
5/25/2019,103
5/26/2019,114
5/27/2019,125
5/28/2019,125
5/29/2019,116
5/30/2019,111
5/31/2019,121
6/1/2019,111
6/2/2019,103
6/3/2019,124
6/4/2019,119
6/5/2019,124
6/6/2019,114
6/7/2019,123
6/8/2019,113
6/9/2019,102
6/10/2019,113
6/11/2019,113
6/12/2019,114
6/13/2019,106
6/14/2019,103
6/15/2019,120
6/16/2019,112
6/17/2019,124
6/18/2019,105
6/19/2019,121
6/20/2019,115
6/21/2019,115
6/22/2019,99
6/23/2019,109
6/24/2019,109
6/25/2019,104
6/26/2019,116
6/27/2019,119
6/28/2019,112
6/29/2019,119
6/30/2019,102
7/1/2019,114
7/2/2019,99
7/3/2019,120
7/4/2019,100
7/5/2019,123
7/6/2019,119
7/7/2019,114
7/8/2019,115
7/9/2019,120
7/10/2019,110
7/11/2019,101
7/12/2019,108
7/13/2019,111
7/14/2019,116
7/15/2019,113
7/16/2019,104
7/17/2019,120
7/18/2019,108
7/19/2019,123
7/20/2019,124
7/21/2019,99
7/22/2019,111
7/23/2019,122
7/24/2019,119
7/25/2019,104
7/26/2019,123
7/27/2019,98
7/28/2019,99
7/29/2019,110
7/30/2019,113
7/31/2019,101
8/1/2019,99
8/2/2019,103
8/3/2019,101
8/4/2019,110
8/5/2019,99
8/6/2019,114
8/7/2019,119
8/8/2019,115
8/9/2019,100
8/10/2019,116
8/11/2019,125
8/12/2019,99
8/13/2019,122
8/14/2019,121
8/15/2019,102
8/16/2019,115
8/17/2019,104
8/18/2019,110
8/19/2019,112
8/20/2019,124
8/21/2019,119
8/22/2019,106
8/23/2019,99
8/24/2019,125
8/25/2019,107
8/26/2019,109
8/27/2019,124
8/28/2019,120
8/29/2019,112
8/30/2019,121
8/31/2019,98
9/1/2019,100
9/2/2019,121
9/3/2019,108
9/4/2019,106
9/5/2019,109
9/6/2019,106
9/7/2019,100
9/8/2019,124
9/9/2019,106
9/10/2019,114
9/11/2019,104
9/12/2019,105
9/13/2019,121
9/14/2019,122
9/15/2019,115
9/16/2019,99
9/17/2019,103
9/18/2019,119
9/19/2019,103
9/20/2019,105
9/21/2019,120
9/22/2019,99
9/23/2019,111
9/24/2019,100
9/25/2019,114
9/26/2019,124
9/27/2019,120
9/28/2019,107
9/29/2019,123
9/30/2019,110
10/1/2019,117
10/2/2019,114
10/3/2019,111
10/4/2019,118
10/5/2019,113
10/6/2019,107
10/7/2019,114
10/8/2019,121
10/9/2019,115
10/10/2019,115
10/11/2019,101
10/12/2019,115
10/13/2019,105
10/14/2019,98
10/15/2019,102
10/16/2019,118
10/17/2019,104
10/18/2019,100
10/19/2019,104
10/20/2019,106
10/21/2019,116
10/22/2019,123
10/23/2019,121
10/24/2019,110
10/25/2019,104
10/26/2019,125
10/27/2019,111
10/28/2019,124
10/29/2019,103
10/30/2019,113
10/31/2019,104
11/1/2019,104
11/2/2019,110
11/3/2019,123
11/4/2019,104
11/5/2019,101
11/6/2019,116
11/7/2019,121
11/8/2019,117
11/9/2019,115
11/10/2019,105
11/11/2019,98
11/12/2019,114
11/13/2019,109
11/14/2019,125
11/15/2019,105
11/16/2019,113
11/17/2019,105
11/18/2019,102
11/19/2019,113
11/20/2019,119
11/21/2019,99
11/22/2019,118
11/23/2019,114
11/24/2019,104
11/25/2019,112
11/26/2019,113
11/27/2019,108
11/28/2019,111
11/29/2019,105
11/30/2019,124
12/1/2019,120
12/2/2019,108
12/3/2019,106
12/4/2019,110
12/5/2019,117
12/6/2019,102
12/7/2019,101
12/8/2019,100
12/9/2019,105
12/10/2019,118
12/11/2019,107
12/12/2019,103
12/13/2019,108
12/14/2019,121
12/15/2019,124
12/16/2019,111
12/17/2019,119
12/18/2019,125
12/19/2019,106
12/20/2019,118
12/21/2019,100
12/22/2019,112
12/23/2019,120
12/24/2019,107
12/25/2019,109
12/26/2019,115
12/27/2019,120
12/28/2019,122
12/29/2019,118
12/30/2019,123
12/31/2019,102
1/1/2020,124
1/2/2020,99
1/3/2020,116
1/4/2020,121
1/5/2020,113
1/6/2020,119
1/7/2020,105
1/8/2020,105
1/9/2020,124
1/10/2020,103
1/11/2020,100
1/12/2020,115
1/13/2020,120
1/14/2020,117
1/15/2020,125
1/16/2020,105
1/17/2020,109
1/18/2020,114
1/19/2020,100
1/20/2020,102
1/21/2020,125
1/22/2020,122
1/23/2020,106
1/24/2020,115
1/25/2020,113
1/26/2020,120
1/27/2020,119
1/28/2020,113
1/29/2020,118
1/30/2020,98
1/31/2020,122
2/1/2020,100
2/2/2020,102
2/3/2020,107
2/4/2020,101
2/5/2020,102
2/6/2020,123
2/7/2020,108
2/8/2020,108
2/9/2020,108
2/10/2020,118
2/11/2020,108
2/12/2020,102
2/13/2020,102
2/14/2020,122
2/15/2020,104
2/16/2020,124
2/17/2020,100
2/18/2020,112
2/19/2020,121
2/20/2020,113
2/21/2020,104
2/22/2020,117
2/23/2020,111
2/24/2020,105
2/25/2020,109
2/26/2020,100
2/27/2020,118
2/28/2020,107
2/29/2020,110
3/1/2020,113
3/2/2020,109
3/3/2020,107
3/4/2020,105
3/5/2020,99
3/6/2020,116
3/7/2020,108
3/8/2020,116
3/9/2020,118
3/10/2020,124
3/11/2020,109
3/12/2020,105
3/13/2020,117
3/14/2020,113
3/15/2020,103
3/16/2020,118
3/17/2020,98
3/18/2020,104
3/19/2020,112
3/20/2020,99
3/21/2020,124
3/22/2020,118
3/23/2020,112
3/24/2020,114
3/25/2020,101
3/26/2020,119
3/27/2020,122
3/28/2020,123
3/29/2020,113
3/30/2020,125
3/31/2020,116
4/1/2020,117
4/2/2020,106
4/3/2020,105
4/4/2020,125
4/5/2020,114
4/6/2020,123
4/7/2020,111
4/8/2020,117
4/9/2020,120
4/10/2020,121
4/11/2020,120
4/12/2020,116
4/13/2020,115
4/14/2020,115
4/15/2020,115
4/16/2020,123
4/17/2020,98
4/18/2020,102
4/19/2020,103
4/20/2020,113
4/21/2020,109
4/22/2020,98
4/23/2020,105
4/24/2020,125
4/25/2020,108
4/26/2020,107
4/27/2020,115
4/28/2020,105
4/29/2020,103
4/30/2020,109
5/1/2020,117
5/2/2020,110
5/3/2020,111
5/4/2020,108
5/5/2020,104
5/6/2020,120
5/7/2020,102
5/8/2020,112
5/9/2020,123
5/10/2020,117
5/11/2020,120
5/12/2020,114
5/13/2020,99
5/14/2020,101
5/15/2020,111
5/16/2020,125
5/17/2020,111
5/18/2020,111
5/19/2020,125
5/20/2020,123
5/21/2020,117
5/22/2020,118
5/23/2020,109
5/24/2020,110
5/25/2020,109
5/26/2020,115
5/27/2020,107
5/28/2020,125
5/29/2020,113
5/30/2020,121
5/31/2020,105
6/1/2020,112
6/2/2020,105
6/3/2020,109
6/4/2020,99
6/5/2020,120
6/6/2020,103
6/7/2020,98
6/8/2020,102
6/9/2020,107
6/10/2020,113
6/11/2020,101
6/12/2020,102
6/13/2020,122
6/14/2020,111
6/15/2020,108
6/16/2020,123
6/17/2020,105
6/18/2020,108
6/19/2020,118
6/20/2020,115
6/21/2020,118
6/22/2020,119
6/23/2020,114
6/24/2020,113
6/25/2020,98
6/26/2020,119
6/27/2020,119
6/28/2020,108
6/29/2020,104
6/30/2020,103
7/1/2020,98
7/2/2020,113
7/3/2020,120
7/4/2020,122
7/5/2020,122
7/6/2020,98
7/7/2020,98
7/8/2020,106
7/9/2020,120
7/10/2020,103
7/11/2020,112
7/12/2020,99
7/13/2020,125
7/14/2020,119
7/15/2020,99
7/16/2020,100
7/17/2020,120
7/18/2020,100
7/19/2020,113
7/20/2020,117
7/21/2020,116
7/22/2020,105
7/23/2020,122
7/24/2020,123
7/25/2020,119
7/26/2020,109
7/27/2020,99
7/28/2020,113
7/29/2020,98
7/30/2020,116
7/31/2020,99
8/1/2020,106
8/2/2020,101
8/3/2020,114
8/4/2020,112
8/5/2020,115
8/6/2020,105
8/7/2020,120
8/8/2020,123
8/9/2020,107
8/10/2020,106
8/11/2020,113
8/12/2020,104
8/13/2020,113
8/14/2020,116
8/15/2020,124
8/16/2020,123
8/17/2020,123
8/18/2020,110
8/19/2020,111
8/20/2020,116
8/21/2020,123
8/22/2020,122
8/23/2020,119
8/24/2020,123
8/25/2020,110
8/26/2020,115
8/27/2020,113
8/28/2020,100
8/29/2020,115
8/30/2020,104
8/31/2020,123
9/1/2020,122
9/2/2020,121
9/3/2020,116
9/4/2020,103
9/5/2020,110
9/6/2020,103
9/7/2020,113
9/8/2020,118
9/9/2020,103
9/10/2020,118
9/11/2020,118
9/12/2020,121
9/13/2020,99
9/14/2020,124
9/15/2020,102
9/16/2020,101
9/17/2020,98
9/18/2020,121
9/19/2020,117
9/20/2020,121
9/21/2020,102
9/22/2020,124
9/23/2020,113
9/24/2020,118
9/25/2020,118
9/26/2020,123
9/27/2020,121
9/28/2020,122
9/29/2020,111
9/30/2020,104
10/1/2020,117
10/2/2020,125
10/3/2020,104
10/4/2020,98
10/5/2020,111
10/6/2020,115
10/7/2020,98
10/8/2020,119
10/9/2020,124
10/10/2020,125
10/11/2020,100
10/12/2020,99
10/13/2020,116
10/14/2020,120
10/15/2020,105
10/16/2020,114
10/17/2020,111
10/18/2020,108
10/19/2020,121
10/20/2020,118
10/21/2020,114
10/22/2020,100
10/23/2020,107
10/24/2020,103
10/25/2020,114
10/26/2020,98
10/27/2020,104
10/28/2020,124
10/29/2020,108
10/30/2020,100
10/31/2020,108
11/1/2020,110
11/2/2020,98
11/3/2020,107
11/4/2020,99
11/5/2020,118
11/6/2020,100
11/7/2020,125
11/8/2020,119
11/9/2020,113
11/10/2020,107
11/11/2020,124
11/12/2020,115
11/13/2020,122
11/14/2020,114
11/15/2020,108
11/16/2020,98
11/17/2020,124
11/18/2020,104
11/19/2020,105
11/20/2020,118
11/21/2020,109
11/22/2020,101
11/23/2020,105
11/24/2020,123
11/25/2020,102
11/26/2020,100
11/27/2020,117
11/28/2020,118
11/29/2020,107
11/30/2020,118
12/1/2020,98
12/2/2020,105
12/3/2020,98
12/4/2020,99
12/5/2020,112
12/6/2020,107
12/7/2020,120
12/8/2020,108
12/9/2020,110
12/10/2020,123
12/11/2020,113
12/12/2020,111
12/13/2020,124
12/14/2020,118
12/15/2020,109
12/16/2020,104
12/17/2020,119
12/18/2020,104
12/19/2020,108
12/20/2020,115
12/21/2020,124
12/22/2020,117
12/23/2020,98
12/24/2020,122
12/25/2020,102
12/26/2020,116
12/27/2020,113
12/28/2020,105
12/29/2020,120
12/30/2020,100
12/31/2020,107
