Date,Sales
8/26/2017,220
8/27/2017,220
8/28/2017,220
8/29/2017,220
8/30/2017,220
8/31/2017,220
9/1/2017,210
9/2/2017,210
9/3/2017,210
9/4/2017,210
9/5/2017,210
9/6/2017,210
9/7/2017,210
9/8/2017,210
9/9/2017,210
9/10/2017,210
9/11/2017,210
9/12/2017,210
9/13/2017,210
9/14/2017,210
9/15/2017,210
9/16/2017,210
9/17/2017,210
9/18/2017,210
9/19/2017,210
9/20/2017,210
9/21/2017,210
9/22/2017,210
9/23/2017,210
9/24/2017,210
9/25/2017,210
9/26/2017,210
9/27/2017,210
9/28/2017,210
9/29/2017,210
9/30/2017,210
10/1/2017,235
10/2/2017,235
10/3/2017,235
10/4/2017,235
10/5/2017,235
10/6/2017,235
10/7/2017,235
10/8/2017,235
10/9/2017,235
10/10/2017,235
10/11/2017,235
10/12/2017,235
10/13/2017,235
10/14/2017,235
10/15/2017,235
10/16/2017,235
10/17/2017,235
10/18/2017,235
10/19/2017,235
10/20/2017,235
10/21/2017,235
10/22/2017,235
10/23/2017,235
10/24/2017,235
10/25/2017,235
10/26/2017,235
10/27/2017,235
10/28/2017,235
10/29/2017,235
10/30/2017,235
10/31/2017,235
11/1/2017,260
11/2/2017,260
11/3/2017,260
11/4/2017,260
11/5/2017,260
11/6/2017,260
11/7/2017,260
11/8/2017,260
11/9/2017,260
11/10/2017,260
11/11/2017,260
11/12/2017,260
11/13/2017,260
11/14/2017,260
11/15/2017,260
11/16/2017,260
11/17/2017,260
11/18/2017,260
11/19/2017,260
11/20/2017,260
11/21/2017,260
11/22/2017,260
11/23/2017,260
11/24/2017,260
11/25/2017,260
11/26/2017,260
11/27/2017,260
11/28/2017,260
11/29/2017,260
11/30/2017,260
12/1/2017,320
12/2/2017,320
12/3/2017,320
12/4/2017,320
12/5/2017,320
12/6/2017,320
12/7/2017,320
12/8/2017,320
12/9/2017,320
12/10/2017,320
12/11/2017,320
12/12/2017,320
12/13/2017,320
12/14/2017,320
12/15/2017,320
12/16/2017,320
12/17/2017,320
12/18/2017,320
12/19/2017,320
12/20/2017,320
12/21/2017,320
12/22/2017,320
12/23/2017,320
12/24/2017,320
12/25/2017,320
12/26/2017,320
12/27/2017,320
12/28/2017,320
12/29/2017,320
12/30/2017,320
12/31/2017,320
1/1/2018,410
1/2/2018,410
1/3/2018,410
1/4/2018,410
1/5/2018,410
1/6/2018,410
1/7/2018,410
1/8/2018,410
1/9/2018,410
1/10/2018,410
1/11/2018,410
1/12/2018,410
1/13/2018,410
1/14/2018,410
1/15/2018,410
1/16/2018,410
1/17/2018,410
1/18/2018,410
1/19/2018,410
1/20/2018,410
1/21/2018,410
1/22/2018,410
1/23/2018,410
1/24/2018,410
1/25/2018,410
1/26/2018,410
1/27/2018,410
1/28/2018,410
1/29/2018,410
1/30/2018,410
1/31/2018,410
2/1/2018,380
2/2/2018,380
2/3/2018,380
2/4/2018,380
2/5/2018,380
2/6/2018,380
2/7/2018,380
2/8/2018,380
2/9/2018,380
2/10/2018,380
2/11/2018,380
2/12/2018,380
2/13/2018,380
2/14/2018,380
2/15/2018,380
2/16/2018,380
2/17/2018,380
2/18/2018,380
2/19/2018,380
2/20/2018,380
2/21/2018,380
2/22/2018,380
2/23/2018,380
2/24/2018,380
2/25/2018,380
2/26/2018,380
2/27/2018,380
2/28/2018,380
3/1/2018,510
3/2/2018,510
3/3/2018,510
3/4/2018,510
3/5/2018,510
3/6/2018,510
3/7/2018,510
3/8/2018,510
3/9/2018,510
3/10/2018,510
3/11/2018,510
3/12/2018,510
3/13/2018,510
3/14/2018,510
3/15/2018,510
3/16/2018,510
3/17/2018,510
3/18/2018,510
3/19/2018,510
3/20/2018,510
3/21/2018,510
3/22/2018,510
3/23/2018,510
3/24/2018,510
3/25/2018,510
3/26/2018,510
3/27/2018,510
3/28/2018,510
3/29/2018,510
3/30/2018,510
3/31/2018,510
4/1/2018,580
4/2/2018,580
4/3/2018,580
4/4/2018,580
4/5/2018,580
4/6/2018,580
4/7/2018,580
4/8/2018,580
4/9/2018,580
4/10/2018,580
4/11/2018,580
4/12/2018,580
4/13/2018,580
4/14/2018,580
4/15/2018,580
4/16/2018,580
4/17/2018,580
4/18/2018,580
4/19/2018,580
4/20/2018,580
4/21/2018,580
4/22/2018,580
4/23/2018,580
4/24/2018,580
4/25/2018,580
4/26/2018,580
4/27/2018,580
4/28/2018,580
4/29/2018,580
4/30/2018,580
5/1/2018,390
5/2/2018,390
5/3/2018,390
5/4/2018,390
5/5/2018,390
5/6/2018,390
5/7/2018,390
5/8/2018,390
5/9/2018,390
5/10/2018,390
5/11/2018,390
5/12/2018,390
5/13/2018,390
5/14/2018,390
5/15/2018,390
5/16/2018,390
5/17/2018,390
5/18/2018,390
5/19/2018,390
5/20/2018,390
5/21/2018,390
5/22/2018,390
5/23/2018,390
5/24/2018,390
5/25/2018,390
5/26/2018,390
5/27/2018,390
5/28/2018,390
5/29/2018,390
5/30/2018,390
5/31/2018,390
6/1/2018,320
6/2/2018,320
6/3/2018,320
6/4/2018,320
6/5/2018,320
6/6/2018,320
6/7/2018,320
6/8/2018,320
6/9/2018,320
6/10/2018,320
6/11/2018,320
6/12/2018,320
6/13/2018,320
6/14/2018,320
6/15/2018,320
6/16/2018,320
6/17/2018,320
6/18/2018,320
6/19/2018,320
6/20/2018,320
6/21/2018,320
6/22/2018,320
6/23/2018,320
6/24/2018,320
6/25/2018,320
6/26/2018,320
6/27/2018,320
6/28/2018,320
6/29/2018,320
6/30/2018,320
7/1/2018,305
7/2/2018,305
7/3/2018,305
7/4/2018,305
7/5/2018,305
7/6/2018,305
7/7/2018,305
7/8/2018,305
7/9/2018,305
7/10/2018,305
7/11/2018,305
7/12/2018,305
7/13/2018,305
7/14/2018,305
7/15/2018,305
7/16/2018,305
7/17/2018,305
7/18/2018,305
7/19/2018,305
7/20/2018,305
7/21/2018,305
7/22/2018,305
7/23/2018,305
7/24/2018,305
7/25/2018,305
7/26/2018,305
7/27/2018,305
7/28/2018,305
7/29/2018,305
7/30/2018,305
7/31/2018,305
8/1/2018,290
8/2/2018,290
8/3/2018,290
8/4/2018,290
8/5/2018,290
8/6/2018,290
8/7/2018,290
8/8/2018,290
8/9/2018,290
8/10/2018,290
8/11/2018,290
8/12/2018,290
8/13/2018,290
8/14/2018,290
8/15/2018,290
8/16/2018,290
8/17/2018,290
8/18/2018,290
8/19/2018,290
8/20/2018,290
8/21/2018,290
8/22/2018,290
8/23/2018,290
8/24/2018,290
8/25/2018,290
8/26/2018,290
8/27/2018,290
8/28/2018,290
8/29/2018,290
8/30/2018,290
8/31/2018,290
9/1/2018,310
9/2/2018,310
9/3/2018,310
9/4/2018,310
9/5/2018,310
9/6/2018,310
9/7/2018,310
9/8/2018,310
9/9/2018,310
9/10/2018,310
9/11/2018,310
9/12/2018,310
9/13/2018,310
9/14/2018,310
9/15/2018,310
9/16/2018,310
9/17/2018,310
9/18/2018,310
9/19/2018,310
9/20/2018,310
9/21/2018,310
9/22/2018,310
9/23/2018,310
9/24/2018,310
9/25/2018,310
9/26/2018,310
9/27/2018,310
9/28/2018,310
9/29/2018,310
9/30/2018,310
10/1/2018,370
10/2/2018,370
10/3/2018,370
10/4/2018,370
10/5/2018,370
10/6/2018,370
10/7/2018,370
10/8/2018,370
10/9/2018,370
10/10/2018,370
10/11/2018,370
10/12/2018,370
10/13/2018,370
10/14/2018,370
10/15/2018,370
10/16/2018,370
10/17/2018,370
10/18/2018,370
10/19/2018,370
10/20/2018,370
10/21/2018,370
10/22/2018,370
10/23/2018,370
10/24/2018,370
10/25/2018,370
10/26/2018,370
10/27/2018,370
10/28/2018,370
10/29/2018,370
10/30/2018,370
10/31/2018,370
11/1/2018,420
11/2/2018,420
11/3/2018,420
11/4/2018,420
11/5/2018,420
11/6/2018,420
11/7/2018,420
11/8/2018,420
11/9/2018,420
11/10/2018,420
11/11/2018,420
11/12/2018,420
11/13/2018,420
11/14/2018,420
11/15/2018,420
11/16/2018,420
11/17/2018,420
11/18/2018,420
11/19/2018,420
11/20/2018,420
11/21/2018,420
11/22/2018,420
11/23/2018,420
11/24/2018,420
11/25/2018,420
11/26/2018,420
11/27/2018,420
11/28/2018,420
11/29/2018,420
11/30/2018,420
12/1/2018,465
12/2/2018,465
12/3/2018,465
12/4/2018,465
12/5/2018,465
12/6/2018,465
12/7/2018,465
12/8/2018,465
12/9/2018,465
12/10/2018,465
12/11/2018,465
12/12/2018,465
12/13/2018,465
12/14/2018,465
12/15/2018,465
12/16/2018,465
12/17/2018,465
12/18/2018,465
12/19/2018,465
12/20/2018,465
12/21/2018,465
12/22/2018,465
12/23/2018,465
12/24/2018,465
12/25/2018,465
12/26/2018,465
12/27/2018,465
12/28/2018,465
12/29/2018,465
12/30/2018,465
12/31/2018,465
1/1/2019,520
1/2/2019,520
1/3/2019,520
1/4/2019,520
1/5/2019,520
1/6/2019,520
1/7/2019,520
1/8/2019,520
1/9/2019,520
1/10/2019,520
1/11/2019,520
1/12/2019,520
1/13/2019,520
1/14/2019,520
1/15/2019,520
1/16/2019,520
1/17/2019,520
1/18/2019,520
1/19/2019,520
1/20/2019,520
1/21/2019,520
1/22/2019,520
1/23/2019,520
1/24/2019,520
1/25/2019,520
1/26/2019,520
1/27/2019,520
1/28/2019,520
1/29/2019,520
1/30/2019,520
1/31/2019,520
2/1/2019,470
2/2/2019,470
2/3/2019,470
2/4/2019,470
2/5/2019,470
2/6/2019,470
2/7/2019,470
2/8/2019,470
2/9/2019,470
2/10/2019,470
2/11/2019,470
2/12/2019,470
2/13/2019,470
2/14/2019,470
2/15/2019,470
2/16/2019,470
2/17/2019,470
2/18/2019,470
2/19/2019,470
2/20/2019,470
2/21/2019,470
2/22/2019,470
2/23/2019,470
2/24/2019,470
2/25/2019,470
2/26/2019,470
2/27/2019,470
2/28/2019,470
3/1/2019,610
3/2/2019,610
3/3/2019,610
3/4/2019,610
3/5/2019,610
3/6/2019,610
3/7/2019,610
3/8/2019,610
3/9/2019,610
3/10/2019,610
3/11/2019,610
3/12/2019,610
3/13/2019,610
3/14/2019,610
3/15/2019,610
3/16/2019,610
3/17/2019,610
3/18/2019,610
3/19/2019,610
3/20/2019,610
3/21/2019,610
3/22/2019,610
3/23/2019,610
3/24/2019,610
3/25/2019,610
3/26/2019,610
3/27/2019,610
3/28/2019,610
3/29/2019,610
3/30/2019,610
3/31/2019,610
4/1/2019,670
4/2/2019,670
4/3/2019,670
4/4/2019,670
4/5/2019,670
4/6/2019,670
4/7/2019,670
4/8/2019,670
4/9/2019,670
4/10/2019,670
4/11/2019,670
4/12/2019,670
4/13/2019,670
4/14/2019,670
4/15/2019,670
4/16/2019,670
4/17/2019,670
4/18/2019,670
4/19/2019,670
4/20/2019,670
4/21/2019,670
4/22/2019,670
4/23/2019,670
4/24/2019,670
4/25/2019,670
4/26/2019,670
4/27/2019,670
4/28/2019,670
4/29/2019,670
4/30/2019,670
5/1/2019,510
5/2/2019,510
5/3/2019,510
5/4/2019,510
5/5/2019,510
5/6/2019,510
5/7/2019,510
5/8/2019,510
5/9/2019,510
5/10/2019,510
5/11/2019,510
5/12/2019,510
5/13/2019,510
5/14/2019,510
5/15/2019,510
5/16/2019,510
5/17/2019,510
5/18/2019,510
5/19/2019,510
5/20/2019,510
5/21/2019,510
5/22/2019,510
5/23/2019,510
5/24/2019,510
5/25/2019,510
5/26/2019,510
5/27/2019,510
5/28/2019,510
5/29/2019,510
5/30/2019,510
5/31/2019,510
6/1/2019,420
6/2/2019,420
6/3/2019,420
6/4/2019,420
6/5/2019,420
6/6/2019,420
6/7/2019,420
6/8/2019,420
6/9/2019,420
6/10/2019,420
6/11/2019,420
6/12/2019,420
6/13/2019,420
6/14/2019,420
6/15/2019,420
6/16/2019,420
6/17/2019,420
6/18/2019,420
6/19/2019,420
6/20/2019,420
6/21/2019,420
6/22/2019,420
6/23/2019,420
6/24/2019,420
6/25/2019,420
6/26/2019,420
6/27/2019,420
6/28/2019,420
6/29/2019,420
6/30/2019,420
7/1/2019,390
7/2/2019,390
7/3/2019,390
7/4/2019,390
7/5/2019,390
7/6/2019,390
7/7/2019,390
7/8/2019,390
7/9/2019,390
7/10/2019,390
7/11/2019,390
7/12/2019,390
7/13/2019,390
7/14/2019,390
7/15/2019,390
7/16/2019,390
7/17/2019,390
7/18/2019,390
7/19/2019,390
7/20/2019,390
7/21/2019,390
7/22/2019,390
7/23/2019,390
7/24/2019,390
7/25/2019,390
7/26/2019,390
7/27/2019,390
7/28/2019,390
7/29/2019,390
7/30/2019,390
7/31/2019,390
8/1/2019,340
8/2/2019,340
8/3/2019,340
8/4/2019,340
8/5/2019,340
8/6/2019,340
8/7/2019,340
8/8/2019,340
8/9/2019,340
8/10/2019,340
8/11/2019,340
8/12/2019,340
8/13/2019,340
8/14/2019,340
8/15/2019,340
8/16/2019,340
8/17/2019,340
8/18/2019,340
8/19/2019,340
8/20/2019,340
8/21/2019,340
8/22/2019,340
8/23/2019,340
8/24/2019,340
8/25/2019,340
8/26/2019,340
8/27/2019,340
8/28/2019,340
8/29/2019,340
8/30/2019,340
8/31/2019,340
9/1/2019,355
9/2/2019,355
9/3/2019,355
9/4/2019,355
9/5/2019,355
9/6/2019,355
9/7/2019,355
9/8/2019,355
9/9/2019,355
9/10/2019,355
9/11/2019,355
9/12/2019,355
9/13/2019,355
9/14/2019,355
9/15/2019,355
9/16/2019,355
9/17/2019,355
9/18/2019,355
9/19/2019,355
9/20/2019,355
9/21/2019,355
9/22/2019,355
9/23/2019,355
9/24/2019,355
9/25/2019,355
9/26/2019,355
9/27/2019,355
9/28/2019,355
9/29/2019,355
9/30/2019,355
10/1/2019,380
10/2/2019,380
10/3/2019,380
10/4/2019,380
10/5/2019,380
10/6/2019,380
10/7/2019,380
10/8/2019,380
10/9/2019,380
10/10/2019,380
10/11/2019,380
10/12/2019,380
10/13/2019,380
10/14/2019,380
10/15/2019,380
10/16/2019,380
10/17/2019,380
10/18/2019,380
10/19/2019,380
10/20/2019,380
10/21/2019,380
10/22/2019,380
10/23/2019,380
10/24/2019,380
10/25/2019,380
10/26/2019,380
10/27/2019,380
10/28/2019,380
10/29/2019,380
10/30/2019,380
10/31/2019,380
11/1/2019,470
11/2/2019,470
11/3/2019,470
11/4/2019,470
11/5/2019,470
11/6/2019,470
11/7/2019,470
11/8/2019,470
11/9/2019,470
11/10/2019,470
11/11/2019,470
11/12/2019,470
11/13/2019,470
11/14/2019,470
11/15/2019,470
11/16/2019,470
11/17/2019,470
11/18/2019,470
11/19/2019,470
11/20/2019,470
11/21/2019,470
11/22/2019,470
11/23/2019,470
11/24/2019,470
11/25/2019,470
11/26/2019,470
11/27/2019,470
11/28/2019,470
11/29/2019,470
11/30/2019,470
12/1/2019,515
12/2/2019,515
12/3/2019,515
12/4/2019,515
12/5/2019,515
12/6/2019,515
12/7/2019,515
12/8/2019,515
12/9/2019,515
12/10/2019,515
12/11/2019,515
12/12/2019,515
12/13/2019,515
12/14/2019,515
12/15/2019,515
12/16/2019,515
12/17/2019,515
12/18/2019,515
12/19/2019,515
12/20/2019,515
12/21/2019,515
12/22/2019,515
12/23/2019,515
12/24/2019,515
12/25/2019,515
12/26/2019,515
12/27/2019,515
12/28/2019,515
12/29/2019,515
12/30/2019,515
12/31/2019,515
1/1/2020,610
1/2/2020,610
1/3/2020,610
1/4/2020,610
1/5/2020,610
1/6/2020,610
1/7/2020,610
1/8/2020,610
1/9/2020,610
1/10/2020,610
1/11/2020,610
1/12/2020,610
1/13/2020,610
1/14/2020,610
1/15/2020,610
1/16/2020,610
1/17/2020,610
1/18/2020,610
1/19/2020,610
1/20/2020,610
1/21/2020,610
1/22/2020,610
1/23/2020,610
1/24/2020,610
1/25/2020,610
1/26/2020,610
1/27/2020,610
1/28/2020,610
1/29/2020,610
1/30/2020,610
1/31/2020,610
2/1/2020,570
2/2/2020,570
2/3/2020,570
2/4/2020,570
2/5/2020,570
2/6/2020,570
2/7/2020,570
2/8/2020,570
2/9/2020,570
2/10/2020,570
2/11/2020,570
2/12/2020,570
2/13/2020,570
2/14/2020,570
2/15/2020,570
2/16/2020,570
2/17/2020,570
2/18/2020,570
2/19/2020,570
2/20/2020,570
2/21/2020,570
2/22/2020,570
2/23/2020,570
2/24/2020,570
2/25/2020,570
2/26/2020,570
2/27/2020,570
2/28/2020,570
2/29/2020,570
3/1/2020,620
3/2/2020,620
3/3/2020,620
3/4/2020,620
3/5/2020,620
3/6/2020,620
3/7/2020,620
3/8/2020,620
3/9/2020,620
3/10/2020,620
3/11/2020,620
3/12/2020,620
3/13/2020,620
3/14/2020,620
3/15/2020,620
3/16/2020,620
3/17/2020,620
3/18/2020,620
3/19/2020,620
3/20/2020,620
3/21/2020,620
3/22/2020,620
3/23/2020,620
3/24/2020,620
3/25/2020,620
3/26/2020,620
3/27/2020,620
3/28/2020,620
3/29/2020,620
3/30/2020,620
3/31/2020,620
4/1/2020,760
4/2/2020,760
4/3/2020,760
4/4/2020,760
4/5/2020,760
4/6/2020,760
4/7/2020,760
4/8/2020,760
4/9/2020,760
4/10/2020,760
4/11/2020,760
4/12/2020,760
4/13/2020,760
4/14/2020,760
4/15/2020,760
4/16/2020,760
4/17/2020,760
4/18/2020,760
4/19/2020,760
4/20/2020,760
4/21/2020,760
4/22/2020,760
4/23/2020,760
4/24/2020,760
4/25/2020,760
4/26/2020,760
4/27/2020,760
4/28/2020,760
4/29/2020,760
4/30/2020,760
5/1/2020,0
5/2/2020,0
5/3/2020,0
5/4/2020,0
5/5/2020,0
5/6/2020,0
5/7/2020,0
5/8/2020,0
5/9/2020,0
5/10/2020,0
5/11/2020,0
5/12/2020,0
5/13/2020,0
5/14/2020,0
5/15/2020,0
5/16/2020,0
5/17/2020,0
5/18/2020,0
5/19/2020,0
5/20/2020,0
5/21/2020,0
5/22/2020,0
5/23/2020,0
5/24/2020,0
5/25/2020,0
5/26/2020,0
5/27/2020,0
5/28/2020,0
5/29/2020,0
5/30/2020,0
5/31/2020,0
6/1/2020,0
6/2/2020,0
6/3/2020,0
6/4/2020,0
6/5/2020,0
6/6/2020,0
6/7/2020,0
6/8/2020,0
6/9/2020,0
6/10/2020,0
6/11/2020,0
6/12/2020,0
6/13/2020,0
6/14/2020,0
6/15/2020,0
6/16/2020,0
6/17/2020,0
6/18/2020,0
6/19/2020,0
6/20/2020,0
6/21/2020,0
6/22/2020,0
6/23/2020,0
6/24/2020,0
6/25/2020,0
6/26/2020,0
6/27/2020,0
6/28/2020,0
6/29/2020,0
6/30/2020,0
7/1/2020,310
7/2/2020,310
7/3/2020,310
7/4/2020,310
7/5/2020,310
7/6/2020,310
7/7/2020,310
7/8/2020,310
7/9/2020,310
7/10/2020,310
7/11/2020,310
7/12/2020,310
7/13/2020,310
7/14/2020,310
7/15/2020,310
7/16/2020,310
7/17/2020,310
7/18/2020,310
7/19/2020,310
7/20/2020,310
7/21/2020,310
7/22/2020,310
7/23/2020,310
7/24/2020,310
7/25/2020,310
7/26/2020,310
7/27/2020,310
7/28/2020,310
7/29/2020,310
7/30/2020,310
7/31/2020,310
8/1/2020,240
8/2/2020,240
8/3/2020,240
8/4/2020,240
8/5/2020,240
8/6/2020,240
8/7/2020,240
8/8/2020,240
8/9/2020,240
8/10/2020,240
8/11/2020,240
8/12/2020,240
8/13/2020,240
8/14/2020,240
8/15/2020,240
8/16/2020,240
8/17/2020,240
8/18/2020,240
8/19/2020,240
8/20/2020,240
8/21/2020,240
8/22/2020,240
8/23/2020,240
8/24/2020,240
8/25/2020,240
8/26/2020,240
8/27/2020,240
8/28/2020,240
8/29/2020,240
8/30/2020,240
8/31/2020,240
9/1/2020,360
9/2/2020,360
9/3/2020,360
9/4/2020,360
9/5/2020,360
9/6/2020,360
9/7/2020,360
9/8/2020,360
9/9/2020,360
9/10/2020,360
9/11/2020,360
9/12/2020,360
9/13/2020,360
9/14/2020,360
9/15/2020,360
9/16/2020,360
9/17/2020,360
9/18/2020,360
9/19/2020,360
9/20/2020,360
9/21/2020,360
9/22/2020,360
9/23/2020,360
9/24/2020,360
9/25/2020,360
9/26/2020,360
9/27/2020,360
9/28/2020,360
9/29/2020,360
9/30/2020,360
10/1/2020,280
10/2/2020,280
10/3/2020,280
10/4/2020,280
10/5/2020,280
10/6/2020,280
10/7/2020,280
10/8/2020,280
10/9/2020,280
10/10/2020,280
10/11/2020,280
10/12/2020,280
10/13/2020,280
10/14/2020,280
10/15/2020,280
10/16/2020,280
10/17/2020,280
10/18/2020,280
10/19/2020,280
10/20/2020,280
10/21/2020,280
10/22/2020,280
10/23/2020,280
10/24/2020,280
10/25/2020,280
10/26/2020,280
10/27/2020,280
10/28/2020,280
10/29/2020,280
10/30/2020,280
10/31/2020,280
11/1/2020,390
11/2/2020,390
11/3/2020,390
11/4/2020,390
11/5/2020,390
11/6/2020,390
11/7/2020,390
11/8/2020,390
11/9/2020,390
11/10/2020,390
11/11/2020,390
11/12/2020,390
11/13/2020,390
11/14/2020,390
11/15/2020,390
11/16/2020,390
11/17/2020,390
11/18/2020,390
11/19/2020,390
11/20/2020,390
11/21/2020,390
11/22/2020,390
11/23/2020,390
11/24/2020,390
11/25/2020,390
11/26/2020,390
11/27/2020,390
11/28/2020,390
11/29/2020,390
11/30/2020,390
12/1/2020,420
12/2/2020,420
12/3/2020,420
12/4/2020,420
12/5/2020,420
12/6/2020,420
12/7/2020,420
12/8/2020,420
12/9/2020,420
12/10/2020,420
12/11/2020,420
12/12/2020,420
12/13/2020,420
12/14/2020,420
12/15/2020,420
12/16/2020,420
12/17/2020,420
12/18/2020,420
12/19/2020,420
12/20/2020,420
12/21/2020,420
12/22/2020,420
12/23/2020,420
12/24/2020,420
12/25/2020,420
12/26/2020,420
12/27/2020,420
12/28/2020,420
12/29/2020,420
12/30/2020,420
12/31/2020,420
