Date,Price
8/15/2021,79
8/16/2021,67
8/17/2021,59
8/18/2021,65
8/19/2021,51
8/20/2021,61
8/21/2021,62
8/22/2021,52
8/23/2021,74
8/24/2021,52
8/25/2021,61
8/26/2021,79
8/27/2021,64
8/28/2021,62
8/29/2021,79
8/30/2021,77
8/31/2021,62
9/1/2021,69
9/2/2021,55
9/3/2021,51
9/4/2021,53
9/5/2021,52
9/6/2021,75
9/7/2021,56
9/8/2021,51
9/9/2021,56
9/10/2021,64
9/11/2021,62
9/12/2021,50
9/13/2021,57
9/14/2021,55
9/15/2021,77
9/16/2021,72
9/17/2021,62
9/18/2021,77
9/19/2021,79
9/20/2021,66
9/21/2021,60
9/22/2021,74
9/23/2021,79
9/24/2021,60
9/25/2021,57
9/26/2021,71
9/27/2021,75
9/28/2021,79
9/29/2021,73
9/30/2021,59
10/1/2021,54
10/2/2021,62
10/3/2021,74
10/4/2021,63
10/5/2021,72
10/6/2021,50
10/7/2021,71
10/8/2021,71
10/9/2021,76
10/10/2021,76
10/11/2021,77
10/12/2021,57
10/13/2021,69
10/14/2021,56
10/15/2021,58
10/16/2021,64
10/17/2021,79
10/18/2021,75
10/19/2021,72
10/20/2021,71
10/21/2021,51
10/22/2021,66
10/23/2021,70
10/24/2021,73
10/25/2021,77
10/26/2021,76
10/27/2021,55
10/28/2021,60
10/29/2021,74
10/30/2021,76
10/31/2021,60
11/1/2021,50
11/2/2021,55
11/3/2021,70
11/4/2021,50
11/5/2021,69
11/6/2021,54
11/7/2021,66
11/8/2021,66
11/9/2021,61
11/10/2021,73
11/11/2021,50
11/12/2021,63
11/13/2021,78
11/14/2021,58
11/15/2021,64
11/16/2021,67
11/17/2021,78
11/18/2021,76
11/19/2021,61
11/20/2021,70
11/21/2021,56
11/22/2021,59
11/23/2021,77
11/24/2021,78
11/25/2021,50
11/26/2021,77
11/27/2021,67
11/28/2021,57
11/29/2021,64
11/30/2021,63
12/1/2021,71
12/2/2021,79
12/3/2021,75
12/4/2021,77
12/5/2021,53
12/6/2021,67
12/7/2021,59
12/8/2021,66
12/9/2021,79
12/10/2021,64
12/11/2021,60
12/12/2021,69
12/13/2021,72
12/14/2021,70
12/15/2021,62
12/16/2021,77
12/17/2021,79
12/18/2021,52
12/19/2021,78
12/20/2021,50
12/21/2021,70
12/22/2021,64
12/23/2021,55
12/24/2021,68
12/25/2021,52
12/26/2021,63
12/27/2021,51
12/28/2021,67
12/29/2021,72
12/30/2021,65
12/31/2021,58
1/1/2022,61
1/2/2022,79
1/3/2022,58
1/4/2022,59
1/5/2022,56
1/6/2022,72
1/7/2022,64
1/8/2022,74
1/9/2022,71
1/10/2022,58
1/11/2022,66
1/12/2022,69
1/13/2022,74
1/14/2022,52
1/15/2022,73
1/16/2022,54
1/17/2022,74
1/18/2022,70
1/19/2022,54
1/20/2022,79
1/21/2022,62
1/22/2022,61
1/23/2022,76
1/24/2022,50
1/25/2022,60
1/26/2022,69
1/27/2022,60
1/28/2022,57
1/29/2022,58
1/30/2022,69
1/31/2022,56
2/1/2022,73
2/2/2022,66
2/3/2022,51
2/4/2022,56
2/5/2022,66
2/6/2022,58
2/7/2022,74
2/8/2022,54
2/9/2022,64
2/10/2022,50
2/11/2022,70
2/12/2022,56
2/13/2022,51
2/14/2022,62
2/15/2022,75
2/16/2022,50
2/17/2022,54
2/18/2022,52
2/19/2022,60
2/20/2022,78
2/21/2022,79
2/22/2022,76
2/23/2022,55
2/24/2022,77
2/25/2022,57
2/26/2022,77
2/27/2022,54
2/28/2022,73
3/1/2022,54
3/2/2022,64
3/3/2022,68
3/4/2022,69
3/5/2022,74
3/6/2022,65
3/7/2022,74
3/8/2022,77
3/9/2022,50
3/10/2022,76
3/11/2022,72
3/12/2022,60
3/13/2022,63
3/14/2022,55
3/15/2022,64
3/16/2022,70
3/17/2022,68
3/18/2022,56
3/19/2022,69
3/20/2022,71
3/21/2022,57
3/22/2022,63
3/23/2022,56
3/24/2022,66
3/25/2022,69
3/26/2022,74
3/27/2022,60
3/28/2022,79
3/29/2022,60
3/30/2022,53
3/31/2022,53
4/1/2022,59
4/2/2022,52
4/3/2022,65
4/4/2022,58
4/5/2022,54
4/6/2022,62
4/7/2022,54
4/8/2022,79
4/9/2022,67
4/10/2022,71
4/11/2022,53
4/12/2022,76
4/13/2022,52
4/14/2022,65
4/15/2022,75
4/16/2022,64
4/17/2022,66
4/18/2022,52
4/19/2022,52
4/20/2022,68
4/21/2022,60
4/22/2022,62
4/23/2022,75
4/24/2022,68
4/25/2022,55
4/26/2022,66
4/27/2022,77
4/28/2022,50
4/29/2022,79
4/30/2022,72
5/1/2022,61
5/2/2022,59
5/3/2022,52
5/4/2022,80
5/5/2022,60
5/6/2022,60
5/7/2022,65
5/8/2022,68
5/9/2022,76
5/10/2022,55
5/11/2022,56
5/12/2022,61
5/13/2022,67
5/14/2022,65
5/15/2022,57
5/16/2022,61
5/17/2022,66
5/18/2022,54
5/19/2022,71
5/20/2022,56
5/21/2022,55
5/22/2022,76
5/23/2022,52
5/24/2022,71
5/25/2022,69
5/26/2022,80
5/27/2022,72
5/28/2022,71
5/29/2022,58
5/30/2022,55
5/31/2022,74
6/1/2022,53
6/2/2022,68
6/3/2022,61
6/4/2022,63
6/5/2022,59
6/6/2022,78
6/7/2022,54
6/8/2022,62
6/9/2022,78
6/10/2022,60
6/11/2022,51
6/12/2022,72
6/13/2022,61
6/14/2022,60
6/15/2022,65
6/16/2022,80
6/17/2022,77
6/18/2022,54
6/19/2022,64
6/20/2022,68
6/21/2022,71
6/22/2022,59
6/23/2022,68
6/24/2022,61
6/25/2022,52
6/26/2022,79
6/27/2022,53
6/28/2022,55
6/29/2022,56
6/30/2022,80
7/1/2022,61
7/2/2022,55
7/3/2022,80
7/4/2022,69
7/5/2022,68
7/6/2022,61
7/7/2022,67
