Date,Price
9/5/2020,126
9/6/2020,126
9/7/2020,126
9/8/2020,126
9/9/2020,126
9/10/2020,126
9/11/2020,126
9/12/2020,126
9/13/2020,126
9/14/2020,126
9/15/2020,126
9/16/2020,126
9/17/2020,126
9/18/2020,126
9/19/2020,126
9/20/2020,126
9/21/2020,126
9/22/2020,126
9/23/2020,126
9/24/2020,126
9/25/2020,126
9/26/2020,126
9/27/2020,126
9/28/2020,126
9/29/2020,126
9/30/2020,126
10/1/2020,126
10/2/2020,126
10/3/2020,126
10/4/2020,126
10/5/2020,126
10/6/2020,126
10/7/2020,126
10/8/2020,126
10/9/2020,126
10/10/2020,126
10/11/2020,126
10/12/2020,127
10/13/2020,127
10/14/2020,127
10/15/2020,100
10/16/2020,100
10/17/2020,100
10/18/2020,100
10/19/2020,113
10/20/2020,118
10/21/2020,120
10/22/2020,120
10/23/2020,120
10/24/2020,120
10/25/2020,120
10/26/2020,120
10/27/2020,120
10/28/2020,120
10/29/2020,120
10/30/2020,120
10/31/2020,120
11/1/2020,124
11/2/2020,124
11/3/2020,124
11/4/2020,124
11/5/2020,125
11/6/2020,125
11/7/2020,125
11/8/2020,125
11/9/2020,125
11/10/2020,100
11/11/2020,108
11/12/2020,108
11/13/2020,108
11/14/2020,108
11/15/2020,108
11/16/2020,108
11/17/2020,108
11/18/2020,108
11/19/2020,108
11/20/2020,108
11/21/2020,108
11/22/2020,108
11/23/2020,108
11/24/2020,108
11/25/2020,108
11/26/2020,108
11/27/2020,108
11/28/2020,108
11/29/2020,108
11/30/2020,108
12/1/2020,108
12/2/2020,108
12/3/2020,108
12/4/2020,108
12/5/2020,108
12/6/2020,108
12/7/2020,108
12/8/2020,108
12/9/2020,108
12/10/2020,108
12/11/2020,108
12/12/2020,108
12/13/2020,108
12/14/2020,105
12/15/2020,108
12/16/2020,106
12/17/2020,106
12/18/2020,106
12/19/2020,106
12/20/2020,106
12/21/2020,106
12/22/2020,107
12/23/2020,106
12/24/2020,108
12/25/2020,108
12/26/2020,108
12/27/2020,108
12/28/2020,115
12/29/2020,113
12/30/2020,113
12/31/2020,113
